ano,mes,dia,Acidentes
2011,3,29,474
2011,3,30,469
2011,3,31,472
2011,4,1,558
2011,4,2,528
2011,4,3,502
2011,4,4,531
2011,4,5,481
2011,4,6,445
2011,4,7,473
2011,4,8,608
2011,4,9,579
2011,4,10,530
2011,4,11,451
2011,4,12,482
2011,4,13,468
2011,4,14,479
2011,4,15,599
2011,4,16,521
2011,4,17,474
2011,4,18,490
2011,4,19,515
2011,4,20,798
2011,4,21,1030
2011,4,22,329
2011,4,23,427
2011,4,24,931
2011,4,25,615
2011,4,26,445
2011,4,27,410
2011,4,28,476
2011,4,29,529
2011,4,30,510
2011,5,1,485
2011,5,2,463
2011,5,3,487
2011,5,4,448
2011,5,5,519
2011,5,6,617
2011,5,7,632
2011,5,8,522
2011,5,9,540
2011,5,10,452
2011,5,11,442
2011,5,12,483
2011,5,13,557
2011,5,14,562
2011,5,15,589
2011,5,16,539
2011,5,17,431
2011,5,18,472
2011,5,19,517
2011,5,20,637
2011,5,21,578
2011,5,22,542
2011,5,23,496
2011,5,24,409
2011,5,25,460
2011,5,26,498
2011,5,27,583
2011,5,28,547
2011,5,29,478
2011,5,30,464
2011,5,31,436
2011,6,1,501
2011,6,2,474
2011,6,3,629
2011,6,4,590
2011,6,5,509
2011,6,6,489
2011,6,7,563
2011,6,8,465
2011,6,9,609
2011,6,10,660
2011,6,11,550
2011,6,12,597
2011,6,13,468
2011,6,14,520
2011,6,15,479
2011,6,16,524
2011,6,17,590
2011,6,18,557
2011,6,19,437
2011,6,20,471
2011,6,21,504
2011,6,22,658
2011,6,23,600
2011,6,24,447
2011,6,25,449
2011,6,26,666
2011,6,27,522
2011,6,28,456
2011,6,29,493
2011,6,30,501
2011,7,1,596
2011,7,2,577
2011,7,3,490
2011,7,4,479
2011,7,5,502
2011,7,6,459
2011,7,7,508
2011,7,8,660
2011,7,9,649
2011,7,10,570
2011,7,11,536
2011,7,12,472
2011,7,13,475
2011,7,14,531
2011,7,15,669
2011,7,16,637
2011,7,17,542
2011,7,18,502
2011,7,19,434
2011,7,20,442
2011,7,21,483
2011,7,22,626
2011,7,23,668
2011,7,24,571
2011,7,25,491
2011,7,26,446
2011,7,27,495
2011,7,28,507
2011,7,29,613
2011,7,30,625
2011,7,31,622
2011,8,1,533
2011,8,2,424
2011,8,3,484
2011,8,4,455
2011,8,5,657
2011,8,6,565
2011,8,7,508
2011,8,8,517
2011,8,9,498
2011,8,10,526
2011,8,11,458
2011,8,12,612
2011,8,13,590
2011,8,14,578
2011,8,15,493
2011,8,16,453
2011,8,17,485
2011,8,18,456
2011,8,19,619
2011,8,20,536
2011,8,21,528
2011,8,22,554
2011,8,23,466
2011,8,24,415
2011,8,25,509
2011,8,26,530
2011,8,27,503
2011,8,28,430
2011,8,29,480
2011,8,30,478
2011,8,31,496
2011,9,1,457
2011,9,2,589
2011,9,3,572
2011,9,4,507
2011,9,5,473
2011,9,6,547
2011,9,7,495
2011,9,8,467
2011,9,9,483
2011,9,10,503
2011,9,11,528
2011,9,12,454
2011,9,13,412
2011,9,14,483
2011,9,15,497
2011,9,16,599
2011,9,17,555
2011,9,18,548
2011,9,19,493
2011,9,20,440
2011,9,21,430
2011,9,22,466
2011,9,23,625
2011,9,24,519
2011,9,25,492
2011,9,26,492
2011,9,27,410
2011,9,28,448
2011,9,29,440
2011,9,30,547
2011,10,1,556
2011,10,2,576
2011,10,3,635
2011,10,4,447
2011,10,5,471
2011,10,6,485
2011,10,7,536
2011,10,8,615
2011,10,9,609
2011,10,10,495
2011,10,11,571
2011,10,12,381
2011,10,13,523
2011,10,14,567
2011,10,15,518
2011,10,16,574
2011,10,17,534
2011,10,18,425
2011,10,19,414
2011,10,20,464
2011,10,21,551
2011,10,22,631
2011,10,23,540
2011,10,24,442
2011,10,25,477
2011,10,26,429
2011,10,27,436
2011,10,28,565
2011,10,29,587
2011,10,30,507
2011,10,31,469
2011,11,1,478
2011,11,2,399
2011,11,3,467
2011,11,4,490
2011,11,5,445
2011,11,6,407
2011,11,7,447
2011,11,8,392
2011,11,9,463
2011,11,10,453
2011,11,11,691
2011,11,12,654
2011,11,13,526
2011,11,14,610
2011,11,15,644
2011,11,16,494
2011,11,17,408
2011,11,18,486
2011,11,19,504
2011,11,20,436
2011,11,21,427
2011,11,22,470
2011,11,23,463
2011,11,24,431
2011,11,25,540
2011,11,26,583
2011,11,27,573
2011,11,28,528
2011,11,29,456
2011,11,30,473
2011,12,1,495
2011,12,2,610
2011,12,3,584
2011,12,4,527
2011,12,5,482
2011,12,6,471
2011,12,7,549
2011,12,8,522
2011,12,9,687
2011,12,10,691
2011,12,11,560
2011,12,12,544
2011,12,13,501
2011,12,14,562
2011,12,15,628
2011,12,16,671
2011,12,17,712
2011,12,18,610
2011,12,19,551
2011,12,20,521
2011,12,21,590
2011,12,22,645
2011,12,23,849
2011,12,24,626
2011,12,25,587
2011,12,26,650
2011,12,27,520
2011,12,28,501
2011,12,29,503
2011,12,30,619
2011,12,31,507
2012.1,1,639
2012.1,2,719
2012.1,3,466
2012.1,4,429
2012.1,5,414
2012.1,6,586
2012.1,7,541
2012.1,8,505
2012.1,9,554
2012.1,10,485
2012.1,11,473
2012.1,12,446
2012.1,13,583
2012.1,14,581
2012.1,15,452
2012.1,16,491
2012.1,17,470
2012.1,18,466
2012.1,19,471
2012.1,20,568
2012.1,21,504
2012.1,22,511
2012.1,23,467
2012.1,24,432
2012.1,25,449
2012.1,26,458
2012.1,27,567
2012.1,28,513
2012.1,29,538
2012.1,30,496
2012.1,31,436
2012.2,1,447
2012.2,2,455
2012.2,3,544
2012.2,4,497
2012.2,5,510
2012.2,6,483
2012.2,7,493
2012.2,8,459
2012.2,9,521
2012.2,10,619
2012.2,11,516
2012.2,12,530
2012.2,13,521
2012.2,14,442
2012.2,15,492
2012.2,16,492
2012.2,17,799
2012.2,18,840
2012.2,19,462
2012.2,20,341
2012.2,21,486
2012.2,22,580
2012.2,23,442
2012.2,24,392
2012.2,25,440
2012.2,26,409
2012.2,27,472
2012.2,28,421
2012.2,29,432
2012.3,1,411
2012.3,2,540
2012.3,3,529
2012.3,4,476
2012.3,5,456
2012.3,6,401
2012.3,7,442
2012.3,8,494
2012.3,9,571
2012.3,10,557
2012.3,11,583
2012.3,12,575
2012.3,13,465
2012.3,14,490
2012.3,15,535
2012.3,16,622
2012.3,17,530
2012.3,18,479
2012.3,19,491
2012.3,20,400
2012.3,21,460
2012.3,22,467
2012.3,23,536
2012.3,24,458
2012.3,25,500
2012.3,26,468
2012.3,27,440
2012.3,28,490
2012.3,29,448
2012.3,30,532
2012.3,31,523
2012.4,1,449
2012.4,2,488
2012.4,3,456
2012.4,4,556
2012.4,5,831
2012.4,6,579
2012.4,7,407
2012.4,8,871
2012.4,9,579
2012.4,10,476
2012.4,11,465
2012.4,12,431
2012.4,13,536
2012.4,14,510
2012.4,15,486
2012.4,16,469
2012.4,17,442
2012.4,18,447
2012.4,19,440
2012.4,20,611
2012.4,21,580
2012.4,22,470
2012.4,23,495
2012.4,24,413
2012.4,25,433
2012.4,26,497
2012.4,27,601
2012.4,28,620
2012.4,29,440
2012.4,30,470
2012.5,1,427
2012.5,2,481
2012.5,3,439
2012.5,4,550
2012.5,5,511
2012.5,6,479
2012.5,7,495
2012.5,8,482
2012.5,9,421
2012.5,10,472
2012.5,11,636
2012.5,12,577
2012.5,13,589
2012.5,14,619
2012.5,15,541
2012.5,16,434
2012.5,17,469
2012.5,18,510
2012.5,19,471
2012.5,20,485
2012.5,21,459
2012.5,22,447
2012.5,23,406
2012.5,24,470
2012.5,25,623
2012.5,26,486
2012.5,27,415
2012.5,28,472
2012.5,29,403
2012.5,30,420
2012.5,31,487
2012.6,1,583
2012.6,2,494
2012.6,3,453
2012.6,4,507
2012.6,5,499
2012.6,6,684
2012.6,7,520
2012.6,8,454
2012.6,9,503
2012.6,10,638
2012.6,11,521
2012.6,12,460
2012.6,13,419
2012.6,14,454
2012.6,15,559
2012.6,16,535
2012.6,17,526
2012.6,18,475
2012.6,19,444
2012.6,20,459
2012.6,21,512
2012.6,22,657
2012.6,23,447
2012.6,24,459
2012.6,25,490
2012.6,26,457
2012.6,27,471
2012.6,28,490
2012.6,29,603
2012.6,30,504
2012.7,1,461
2012.7,2,482
2012.7,3,466
2012.7,4,422
2012.7,5,489
2012.7,6,751
2012.7,7,726
2012.7,8,506
2012.7,9,474
2012.7,10,446
2012.7,11,437
2012.7,12,444
2012.7,13,599
2012.7,14,609
2012.7,15,513
2012.7,16,552
2012.7,17,529
2012.7,18,499
2012.7,19,496
2012.7,20,636
2012.7,21,542
2012.7,22,517
2012.7,23,428
2012.7,24,459
2012.7,25,460
2012.7,26,446
2012.7,27,603
2012.7,28,500
2012.7,29,535
2012.7,30,447
2012.7,31,435
2012.8,1,459
2012.8,2,448
2012.8,3,588
2012.8,4,521
2012.8,5,540
2012.8,6,469
2012.8,7,405
2012.8,8,387
2012.8,9,441
2012.8,10,568
2012.8,11,532
2012.8,12,560
2012.8,13,486
2012.8,14,432
2012.8,15,413
2012.8,16,393
2012.8,17,499
2012.8,18,468
2012.8,19,481
2012.8,20,378
2012.8,21,317
2012.8,22,291
2012.8,23,330
2012.8,24,330
2012.8,25,322
2012.8,26,331
2012.8,27,303
2012.8,28,361
2012.8,29,391
2012.8,30,421
2012.8,31,538
2012.9,1,511
2012.9,2,429
2012.9,3,457
2012.9,4,432
2012.9,5,478
2012.9,6,686
2012.9,7,690
2012.9,8,420
2012.9,9,675
2012.9,10,555
2012.9,11,422
2012.9,12,371
2012.9,13,438
2012.9,14,528
2012.9,15,508
2012.9,16,436
2012.9,17,446
2012.9,18,438
2012.9,19,457
2012.9,20,488
2012.9,21,678
2012.9,22,467
2012.9,23,475
2012.9,24,407
2012.9,25,500
2012.9,26,453
2012.9,27,448
2012.9,28,571
2012.9,29,515
2012.9,30,457
2012.10,1,487
2012.10,2,450
2012.10,3,432
2012.10,4,486
2012.10,5,628
2012.10,6,577
2012.10,7,483
2012.10,8,497
2012.10,9,484
2012.10,10,582
2012.10,11,822
2012.10,12,802
2012.10,13,468
2012.10,14,622
2012.10,15,495
2012.10,16,400
2012.10,17,462
2012.10,18,472
2012.10,19,583
2012.10,20,522
2012.10,21,531
2012.10,22,524
2012.10,23,511
2012.10,24,450
2012.10,25,446
2012.10,26,568
2012.10,27,511
2012.10,28,460
2012.10,29,473
2012.10,30,432
2012.10,31,492
2012.11,1,644
2012.11,2,548
2012.11,3,431
2012.11,4,579
2012.11,5,471
2012.11,6,438
2012.11,7,453
2012.11,8,503
2012.11,9,817
2012.11,10,615
2012.11,11,486
2012.11,12,509
2012.11,13,483
2012.11,14,558
2012.11,15,560
2012.11,16,455
2012.11,17,416
2012.11,18,474
2012.11,19,461
2012.11,20,458
2012.11,21,406
2012.11,22,394
2012.11,23,524
2012.11,24,527
2012.11,25,552
2012.11,26,507
2012.11,27,442
2012.11,28,450
2012.11,29,423
2012.11,30,557
2012.12,1,552
2012.12,2,546
2012.12,3,481
2012.12,4,426
2012.12,5,516
2012.12,6,523
2012.12,7,660
2012.12,8,665
2012.12,9,595
2012.12,10,491
2012.12,11,486
2012.12,12,508
2012.12,13,554
2012.12,14,712
2012.12,15,727
2012.12,16,583
2012.12,17,503
2012.12,18,473
2012.12,19,567
2012.12,20,633
2012.12,21,860
2012.12,22,957
2012.12,23,563
2012.12,24,372
2012.12,25,422
2012.12,26,644
2012.12,27,563
2012.12,28,574
2012.12,29,642
2012.12,30,436
2012.12,31,276
2013.1,1,480
2013.1,2,585
2013.1,3,462
2013.1,4,489
2013.1,5,434
2013.1,6,465
2013.1,7,460
2013.1,8,482
2013.1,9,447
2013.1,10,553
2013.1,11,641
2013.1,12,537
2013.1,13,554
2013.1,14,524
2013.1,15,491
2013.1,16,480
2013.1,17,528
2013.1,18,617
2013.1,19,536
2013.1,20,509
2013.1,21,531
2013.1,22,463
2013.1,23,419
2013.1,24,460
2013.1,25,597
2013.1,26,540
2013.1,27,511
2013.1,28,503
2013.1,29,413
2013.1,30,425
2013.1,31,494
2013.2,1,519
2013.2,2,524
2013.2,3,456
2013.2,4,543
2013.2,5,448
2013.2,6,473
2013.2,7,558
2013.2,8,786
2013.2,9,847
2013.2,10,456
2013.2,11,334
2013.2,12,373
2013.2,13,490
2013.2,14,435
2013.2,15,464
2013.2,16,419
2013.2,17,382
2013.2,18,419
2013.2,19,405
2013.2,20,443
2013.2,21,433
2013.2,22,569
2013.2,23,454
2013.2,24,413
2013.2,25,498
2013.2,26,471
2013.2,27,476
2013.2,28,444
2013.3,1,654
2013.3,2,512
2013.3,3,430
2013.3,4,505
2013.3,5,451
2013.3,6,426
2013.3,7,455
2013.3,8,560
2013.3,9,501
2013.3,10,501
2013.3,11,522
2013.3,12,435
2013.3,13,448
2013.3,14,478
2013.3,15,600
2013.3,16,525
2013.3,17,439
2013.3,18,497
2013.3,19,423
2013.3,20,498
2013.3,21,555
2013.3,22,566
2013.3,23,510
2013.3,24,459
2013.3,25,507
2013.3,26,473
2013.3,27,592
2013.3,28,800
2013.3,29,553
2013.3,30,401
2013.3,31,819
2013.4,1,599
2013.4,2,465
2013.4,3,431
2013.4,4,445
2013.4,5,575
2013.4,6,521
2013.4,7,425
2013.4,8,524
2013.4,9,474
2013.4,10,439
2013.4,11,453
2013.4,12,636
2013.4,13,543
2013.4,14,438
2013.4,15,464
2013.4,16,468
2013.4,17,452
2013.4,18,484
2013.4,19,587
2013.4,20,554
2013.4,21,479
2013.4,22,429
2013.4,23,451
2013.4,24,452
2013.4,25,453
2013.4,26,554
2013.4,27,473
2013.4,28,475
2013.4,29,495
2013.4,30,512
2013.5,1,401
2013.5,2,430
2013.5,3,577
2013.5,4,481
2013.5,5,531
2013.5,6,533
2013.5,7,433
2013.5,8,467
2013.5,9,490
2013.5,10,697
2013.5,11,577
2013.5,12,548
2013.5,13,526
2013.5,14,458
2013.5,15,489
2013.5,16,480
2013.5,17,600
2013.5,18,502
2013.5,19,509
2013.5,20,438
2013.5,21,437
2013.5,22,488
2013.5,23,467
2013.5,24,670
2013.5,25,468
2013.5,26,427
2013.5,27,532
2013.5,28,512
2013.5,29,681
2013.5,30,554
2013.5,31,418
2013.6,1,463
2013.6,2,639
2013.6,3,540
2013.6,4,436
2013.6,5,510
2013.6,6,471
2013.6,7,597
2013.6,8,571
2013.6,9,481
2013.6,10,501
2013.6,11,516
2013.6,12,501
2013.6,13,521
2013.6,14,554
2013.6,15,517
2013.6,16,548
2013.6,17,504
2013.6,18,439
2013.6,19,474
2013.6,20,512
2013.6,21,603
2013.6,22,541
2013.6,23,478
2013.6,24,542
2013.6,25,480
2013.6,26,456
2013.6,27,449
2013.6,28,505
2013.6,29,553
2013.6,30,463
2013.7,1,462
2013.7,2,403
2013.7,3,417
2013.7,4,496
2013.7,5,618
2013.7,6,605
2013.7,7,520
2013.7,8,527
2013.7,9,526
2013.7,10,476
2013.7,11,398
2013.7,12,626
2013.7,13,582
2013.7,14,547
2013.7,15,492
2013.7,16,445
2013.7,17,488
2013.7,18,440
2013.7,19,696
2013.7,20,557
2013.7,21,563
2013.7,22,538
2013.7,23,490
2013.7,24,509
2013.7,25,527
2013.7,26,639
2013.7,27,507
2013.7,28,506
2013.7,29,523
2013.7,30,417
2013.7,31,471
2013.8,1,449
2013.8,2,569
2013.8,3,537
2013.8,4,520
2013.8,5,474
2013.8,6,460
2013.8,7,472
2013.8,8,436
2013.8,9,587
2013.8,10,602
2013.8,11,511
2013.8,12,487
2013.8,13,437
2013.8,14,434
2013.8,15,526
2013.8,16,519
2013.8,17,531
2013.8,18,558
2013.8,19,473
2013.8,20,476
2013.8,21,445
2013.8,22,450
2013.8,23,571
2013.8,24,524
2013.8,25,511
2013.8,26,522
2013.8,27,447
2013.8,28,420
2013.8,29,499
2013.8,30,602
2013.8,31,571
2013.9,1,471
2013.9,2,469
2013.9,3,451
2013.9,4,592
2013.9,5,468
2013.9,6,710
2013.9,7,544
2013.9,8,556
2013.9,9,542
2013.9,10,467
2013.9,11,444
2013.9,12,497
2013.9,13,589
2013.9,14,541
2013.9,15,508
2013.9,16,553
2013.9,17,527
2013.9,18,452
2013.9,19,471
2013.9,20,549
2013.9,21,555
2013.9,22,502
2013.9,23,452
2013.9,24,440
2013.9,25,389
2013.9,26,430
2013.9,27,594
2013.9,28,536
2013.9,29,596
2013.9,30,500
2013.10,1,438
2013.10,2,547
2013.10,3,482
2013.10,4,634
2013.10,5,500
2013.10,6,454
2013.10,7,519
2013.10,8,469
2013.10,9,467
2013.10,10,499
2013.10,11,608
2013.10,12,530
2013.10,13,466
2013.10,14,459
2013.10,15,468
2013.10,16,560
2013.10,17,542
2013.10,18,587
2013.10,19,517
2013.10,20,456
2013.10,21,446
2013.10,22,421
2013.10,23,458
2013.10,24,514
2013.10,25,534
2013.10,26,453
2013.10,27,416
2013.10,28,469
2013.10,29,448
2013.10,30,431
2013.10,31,490
2013.11,1,578
2013.11,2,475
2013.11,3,489
2013.11,4,504
2013.11,5,487
2013.11,6,593
2013.11,7,505
2013.11,8,617
2013.11,9,539
2013.11,10,486
2013.11,11,534
2013.11,12,456
2013.11,13,497
2013.11,14,662
2013.11,15,649
2013.11,16,426
2013.11,17,750
2013.11,18,550
2013.11,19,478
2013.11,20,437
2013.11,21,492
2013.11,22,557
2013.11,23,547
2013.11,24,517
2013.11,25,614
2013.11,26,538
2013.11,27,433
2013.11,28,481
2013.11,29,561
2013.11,30,619
2013.12,1,533
2013.12,2,555
2013.12,3,451
2013.12,4,477
2013.12,5,573
2013.12,6,587
2013.12,7,614
2013.12,8,524
2013.12,9,545
2013.12,10,463
2013.12,11,534
2013.12,12,538
2013.12,13,618
2013.12,14,630
2013.12,15,598
2013.12,16,525
2013.12,17,531
2013.12,18,560
2013.12,19,586
2013.12,20,789
2013.12,21,914
2013.12,22,723
2013.12,23,679
2013.12,24,468
2013.12,25,385
2013.12,26,532
2013.12,27,508
2013.12,28,547
2013.12,29,404
2013.12,30,435
2013.12,31,350
2014.1,1,434
2014.1,2,495
2014.1,3,562
2014.1,4,516
2014.1,5,464
2014.1,6,461
2014.1,7,419
2014.1,8,431
2014.1,9,455
2014.1,10,557
2014.1,11,526
2014.1,12,487
2014.1,13,527
2014.1,14,426
2014.1,15,474
2014.1,16,494
2014.1,17,630
2014.1,18,498
2014.1,19,463
2014.1,20,507
2014.1,21,417
2014.1,22,476
2014.1,23,486
2014.1,24,629
2014.1,25,473
2014.1,26,460
2014.1,27,450
2014.1,28,437
2014.1,29,430
2014.1,30,445
2014.1,31,561
2014.2,1,489
2014.2,2,450
2014.2,3,494
2014.2,4,431
2014.2,5,439
2014.2,6,480
2014.2,7,536
2014.2,8,547
2014.2,9,521
2014.2,10,463
2014.2,11,450
2014.2,12,473
2014.2,13,464
2014.2,14,666
2014.2,15,593
2014.2,16,519
2014.2,17,571
2014.2,18,432
2014.2,19,394
2014.2,20,445
2014.2,21,510
2014.2,22,494
2014.2,23,481
2014.2,24,484
2014.2,25,422
2014.2,26,443
2014.2,27,548
2014.2,28,766
2014.3,1,883
2014.3,2,449
2014.3,3,316
2014.3,4,453
2014.3,5,526
2014.3,6,447
2014.3,7,514
2014.3,8,519
2014.3,9,378
2014.3,10,429
2014.3,11,433
2014.3,12,430
2014.3,13,480
2014.3,14,548
2014.3,15,505
2014.3,16,446
2014.3,17,504
2014.3,18,433
2014.3,19,422
2014.3,20,432
2014.3,21,551
2014.3,22,475
2014.3,23,480
2014.3,24,453
2014.3,25,407
2014.3,26,418
2014.3,27,468
2014.3,28,569
2014.3,29,467
2014.3,30,499
2014.3,31,466
2014.4,1,439
2014.4,2,456
2014.4,3,465
2014.4,4,568
2014.4,5,521
2014.4,6,491
2014.4,7,450
2014.4,8,427
2014.4,9,444
2014.4,10,402
2014.4,11,500
2014.4,12,501
2014.4,13,502
2014.4,14,527
2014.4,15,478
2014.4,16,571
2014.4,17,754
2014.4,18,637
2014.4,19,379
2014.4,20,366
2014.4,21,715
2014.4,22,534
2014.4,23,407
2014.4,24,489
2014.4,25,447
2014.4,26,422
2014.4,27,408
2014.4,28,458
2014.4,29,418
2014.4,30,509
2014.5,1,419
2014.5,2,452
2014.5,3,415
2014.5,4,451
2014.5,5,416
2014.5,6,435
2014.5,7,425
2014.5,8,474
2014.5,9,530
2014.5,10,545
2014.5,11,519
2014.5,12,462
2014.5,13,372
2014.5,14,420
2014.5,15,456
2014.5,16,537
2014.5,17,469
2014.5,18,425
2014.5,19,391
2014.5,20,378
2014.5,21,417
2014.5,22,477
2014.5,23,587
2014.5,24,478
2014.5,25,469
2014.5,26,514
2014.5,27,392
2014.5,28,425
2014.5,29,450
2014.5,30,512
2014.5,31,508
2014.6,1,482
2014.6,2,453
2014.6,3,434
2014.6,4,461
2014.6,5,486
2014.6,6,513
2014.6,7,543
2014.6,8,427
2014.6,9,456
2014.6,10,490
2014.6,11,491
2014.6,12,433
2014.6,13,535
2014.6,14,430
2014.6,15,399
2014.6,16,389
2014.6,17,358
2014.6,18,443
2014.6,19,356
2014.6,20,434
2014.6,21,418
2014.6,22,458
2014.6,23,372
2014.6,24,422
2014.6,25,414
2014.6,26,438
2014.6,27,480
2014.6,28,411
2014.6,29,336
2014.6,30,449
2014.7,1,396
2014.7,2,384
2014.7,3,427
2014.7,4,464
2014.7,5,396
2014.7,6,421
2014.7,7,468
2014.7,8,384
2014.7,9,450
2014.7,10,473
2014.7,11,507
2014.7,12,476
2014.7,13,388
2014.7,14,425
2014.7,15,351
2014.7,16,358
2014.7,17,423
2014.7,18,500
2014.7,19,460
2014.7,20,447
2014.7,21,391
2014.7,22,375
2014.7,23,451
2014.7,24,490
2014.7,25,675
2014.7,26,544
2014.7,27,517
2014.7,28,429
2014.7,29,405
2014.7,30,393
2014.7,31,383
2014.8,1,519
2014.8,2,490
2014.8,3,448
2014.8,4,428
2014.8,5,433
2014.8,6,427
2014.8,7,438
2014.8,8,515
2014.8,9,518
2014.8,10,521
2014.8,11,409
2014.8,12,429
2014.8,13,415
2014.8,14,443
2014.8,15,504
2014.8,16,501
2014.8,17,474
2014.8,18,426
2014.8,19,370
2014.8,20,372
2014.8,21,428
2014.8,22,492
2014.8,23,456
2014.8,24,468
2014.8,25,419
2014.8,26,381
2014.8,27,409
2014.8,28,412
2014.8,29,497
2014.8,30,438
2014.8,31,481
2014.9,1,455
2014.9,2,428
2014.9,3,446
2014.9,4,428
2014.9,5,575
2014.9,6,523
2014.9,7,473
2014.9,8,472
2014.9,9,431
2014.9,10,381
2014.9,11,422
2014.9,12,522
2014.9,13,475
2014.9,14,456
2014.9,15,448
2014.9,16,388
2014.9,17,378
2014.9,18,432
2014.9,19,543
2014.9,20,505
2014.9,21,508
2014.9,22,448
2014.9,23,434
2014.9,24,408
2014.9,25,381
2014.9,26,512
2014.9,27,440
2014.9,28,439
2014.9,29,435
2014.9,30,411
2014.10,1,394
2014.10,2,424
2014.10,3,478
2014.10,4,509
2014.10,5,440
2014.10,6,455
2014.10,7,410
2014.10,8,404
2014.10,9,419
2014.10,10,487
2014.10,11,528
2014.10,12,519
2014.10,13,445
2014.10,14,365
2014.10,15,386
2014.10,16,441
2014.10,17,487
2014.10,18,482
2014.10,19,504
2014.10,20,461
2014.10,21,438
2014.10,22,400
2014.10,23,382
2014.10,24,471
2014.10,25,505
2014.10,26,549
2014.10,27,420
2014.10,28,402
2014.10,29,388
2014.10,30,422
2014.10,31,490
2014.11,1,473
2014.11,2,460
2014.11,3,427
2014.11,4,362
2014.11,5,410
2014.11,6,400
2014.11,7,526
2014.11,8,489
2014.11,9,465
2014.11,10,442
2014.11,11,339
2014.11,12,446
2014.11,13,478
2014.11,14,611
2014.11,15,488
2014.11,16,471
2014.11,17,452
2014.11,18,380
2014.11,19,372
2014.11,20,405
2014.11,21,483
2014.11,22,443
2014.11,23,504
2014.11,24,429
2014.11,25,441
2014.11,26,389
2014.11,27,388
2014.11,28,537
2014.11,29,446
2014.11,30,482
2014.12,1,440
2014.12,2,393
2014.12,3,382
2014.12,4,438
2014.12,5,574
2014.12,6,542
2014.12,7,474
2014.12,8,432
2014.12,9,406
2014.12,10,444
2014.12,11,458
2014.12,12,526
2014.12,13,552
2014.12,14,512
2014.12,15,427
2014.12,16,398
2014.12,17,414
2014.12,18,508
2014.12,19,626
2014.12,20,731
2014.12,21,603
2014.12,22,594
2014.12,23,625
2014.12,24,484
2014.12,25,319
2014.12,26,431
2014.12,27,366
2014.12,28,394
2014.12,29,352
2014.12,30,414
2014.12,31,379
2015.1,1,298
2015.1,2,362
2015.1,3,403
2015.1,4,453
2015.1,5,369
2015.1,6,306
2015.1,7,339
2015.1,8,344
2015.1,9,429
2015.1,10,410
2015.1,11,452
2015.1,12,384
2015.1,13,386
2015.1,14,365
2015.1,15,381
2015.1,16,452
2015.1,17,429
2015.1,18,400
2015.1,19,424
2015.1,20,342
2015.1,21,376
2015.1,22,424
2015.1,23,457
2015.1,24,442
2015.1,25,466
2015.1,26,415
2015.1,27,362
2015.1,28,357
2015.1,29,368
2015.1,30,426
2015.1,31,409
2015.2,1,347
2015.2,2,411
2015.2,3,405
2015.2,4,377
2015.2,5,423
2015.2,6,489
2015.2,7,473
2015.2,8,462
2015.2,9,433
2015.2,10,383
2015.2,11,420
2015.2,12,389
2015.2,13,599
2015.2,14,618
2015.2,15,385
2015.2,16,336
2015.2,17,390
2015.2,18,520
2015.2,19,388
2015.2,20,328
2015.2,21,346
2015.2,22,332
2015.2,23,359
2015.2,24,315
2015.2,25,316
2015.2,26,363
2015.2,27,420
2015.2,28,395
2015.3,1,382
2015.3,2,378
2015.3,3,343
2015.3,4,413
2015.3,5,401
2015.3,6,478
2015.3,7,486
2015.3,8,431
2015.3,9,468
2015.3,10,393
2015.3,11,387
2015.3,12,355
2015.3,13,396
2015.3,14,391
2015.3,15,359
2015.3,16,386
2015.3,17,350
2015.3,18,360
2015.3,19,343
2015.3,20,480
2015.3,21,508
2015.3,22,411
2015.3,23,407
2015.3,24,319
2015.3,25,347
2015.3,26,344
2015.3,27,450
2015.3,28,433
2015.3,29,430
2015.3,30,439
2015.3,31,380
2015.4,1,415
2015.4,2,579
2015.4,3,378
2015.4,4,321
2015.4,5,620
2015.4,6,484
2015.4,7,356
2015.4,8,350
2015.4,9,358
2015.4,10,398
2015.4,11,421
2015.4,12,384
2015.4,13,367
2015.4,14,339
2015.4,15,363
2015.4,16,394
2015.4,17,449
2015.4,18,444
2015.4,19,354
2015.4,20,355
2015.4,21,357
2015.4,22,469
2015.4,23,426
2015.4,24,354
2015.4,25,359
2015.4,26,366
2015.4,27,362
2015.4,28,346
2015.4,29,392
2015.4,30,504
2015.5,1,419
2015.5,2,355
2015.5,3,436
2015.5,4,437
2015.5,5,387
2015.5,6,402
2015.5,7,378
2015.5,8,483
2015.5,9,476
2015.5,10,485
2015.5,11,490
2015.5,12,359
2015.5,13,372
2015.5,14,422
2015.5,15,447
2015.5,16,434
2015.5,17,380
2015.5,18,391
2015.5,19,397
2015.5,20,398
2015.5,21,389
2015.5,22,424
2015.5,23,441
2015.5,24,360
2015.5,25,423
2015.5,26,367
2015.5,27,348
2015.5,28,343
2015.5,29,450
2015.5,30,382
2015.5,31,434
2015.6,1,384
2015.6,2,358
2015.6,3,438
2015.6,4,378
2015.6,5,403
2015.6,6,353
2015.6,7,436
2015.6,8,397
2015.6,9,349
2015.6,10,361
2015.6,11,352
2015.6,12,443
2015.6,13,378
2015.6,14,387
2015.6,15,373
2015.6,16,350
2015.6,17,286
2015.6,18,348
2015.6,19,415
2015.6,20,365
2015.6,21,321
2015.6,22,347
2015.6,23,335
2015.6,24,294
2015.6,25,315
2015.6,26,348
2015.6,27,316
2015.6,28,293
